seed,founder_id,is_extinct,extinction_step,total_individuals_ever_born,final_alive_count,final_lineage_share,founder_exploration_tendency,founder_site_fidelity,founder_risk_tolerance,founder_reproduction_timing,final_mean_exploration_tendency,final_std_exploration_tendency,final_mean_site_fidelity,final_std_site_fidelity,final_mean_risk_tolerance,final_std_risk_tolerance,final_mean_reproduction_timing,final_std_reproduction_timing,final_mean_generation,final_max_generation
0,18,True,322,15,0,0.0,0.6774193548387096,0.064516129032258,0.935483870967742,0.967741935483871,,,,,,,,,,
0,19,True,1528,475,0,0.0,0.4193548387096774,0.4516129032258064,0.5806451612903226,0.1935483870967742,,,,,,,,,,
0,20,True,278,3,0,0.0,0.7096774193548387,1.0,0.4193548387096774,0.8387096774193549,,,,,,,,,,
0,21,True,1618,619,0,0.0,0.6774193548387096,0.2258064516129032,0.0967741935483871,0.064516129032258,,,,,,,,,,
0,22,True,1056,207,0,0.0,0.7419354838709677,0.1290322580645161,0.9032258064516128,0.2580645161290322,,,,,,,,,,
0,23,True,2169,305,0,0.0,0.5806451612903226,0.0967741935483871,0.3225806451612903,0.7741935483870968,,,,,,,,,,
0,24,True,1044,113,0,0.0,0.9032258064516128,0.2258064516129032,0.2258064516129032,0.7096774193548387,,,,,,,,,,
0,25,True,678,74,0,0.0,0.935483870967742,0.064516129032258,0.5161290322580645,0.8064516129032258,,,,,,,,,,
0,26,True,550,60,0,0.0,0.8387096774193549,0.2903225806451613,1.0,0.3225806451612903,,,,,,,,,,
0,27,True,1322,128,0,0.0,0.3548387096774194,0.8064516129032258,0.064516129032258,0.1290322580645161,,,,,,,,,,
0,28,True,199,5,0,0.0,0.4838709677419355,0.8064516129032258,0.6451612903225806,0.8387096774193549,,,,,,,,,,
0,29,True,1267,280,0,0.0,0.8064516129032258,0.4516129032258064,0.7096774193548387,0.032258064516129,,,,,,,,,,
0,30,True,236,13,0,0.0,0.4838709677419355,0.8387096774193549,0.7741935483870968,0.9032258064516128,,,,,,,,,,
0,31,True,790,109,0,0.0,0.8709677419354839,0.4516129032258064,0.7741935483870968,0.032258064516129,,,,,,,,,,
0,32,True,32,2,0,0.0,0.6129032258064516,0.3870967741935484,0.4838709677419355,0.064516129032258,,,,,,,,,,
0,33,True,38,1,0,0.0,0.3870967741935484,0.4193548387096774,0.0,0.4516129032258064,,,,,,,,,,
0,34,True,670,18,0,0.0,0.0967741935483871,0.967741935483871,0.935483870967742,0.1935483870967742,,,,,,,,,,
0,35,True,396,13,0,0.0,0.7419354838709677,0.3225806451612903,0.6451612903225806,0.4838709677419355,,,,,,,,,,
